id,original,translation,approved,drift_score,validation_score
I1527,Read news on the Internet,インターネットでニュースを読む,1,5.00,5.00
I1528,Read newspaper ads for non-grocery items,食料品以外の新聞広告を読む,1,4.00,4.00
I1529,Read poetry,詩を読む,1,5.00,5.00
I1530,Read quickly,速く読む,1,5.00,4.33
I1531,Read slowly,ゆっくり読む,,5.00,3.33
I1532,Read someone�fs personal web-page,他人の個人サイトを読む,,4.00,2.00
I1533,Read the Bible or other sacred text,聖書などの宗教書を読む,1,4.00,3.67
I1534,Read the comics to a child,子どもに漫画を読んであげる,,3.00,2.67
I1535,Read the editorial page of a newspaper,新聞の社説を読む,1,5.00,4.67
I1536,Readily overcome setbacks,すぐに立ち直る,1,4.00,5.00
I1537,Reason logically,論理的に考える,1,5.00,5.00
I1538,Reassure others,他人を安心させる,1,5.00,5.00
I1539,Rebel against authority,権威に反抗する,1,5.00,4.67
I1540,Recorded a television program,テレビ番組を録画する,,4.00,3.00
I1541,Recycled one or more items,リサイクルする,1,4.00,5.00
I1542,Redecorate one�fs house,部屋の模様替えをする,,3.00,5.00
I1543,Reflect on things before acting,行動前によく考える,1,5.00,5.00
I1544,Refuse to take credit for work I haven't done,自分がやっていない仕事の手柄を受け取らない,,5.00,3.33
I1545,Remain calm during emergencies,緊急時も冷静でいられる,1,5.00,4.33
I1546,Remain calm under pressure,プレッシャーの中でも冷静でいられる,1,5.00,4.33
I1547,Remain hopeful despite challenges,困難な状況でも希望を持ち続ける,1,4.00,5.00
I1548,Remember my failures more easily than my successes,成功より失敗を思い出しやすい,1,5.00,4.33
I1549,Remember my friends' birthdays,友人の誕生日を覚えている,1,5.00,5.00
I1550,Repair cars or trucks,車やトラックを修理する,1,5.00,4.33
I1551,"Repeatedly check doors, windows, and drawers",ドアや窓、引き出しを繰り返し確認する,1,5.00,5.00
I1552,Resist authority,権威に反抗する,1,4.00,5.00
I1553,Respect authority,権威を尊重する,1,5.00,5.00
I1554,Respect others,他者を尊重する,1,5.00,5.00
I1555,Respect others' feelings,他者の感情を尊重する,1,5.00,5.00
I1556,Respect the opinions of others,他者の意見を尊重する,1,5.00,5.00
I1557,Respect the privacy of others,他者のプライバシーを尊重する,1,5.00,5.00
I1558,Retreat from others,他者から距離を置く,1,4.00,5.00
I1559,Return borrowed items,借りた物を返す,1,5.00,5.00
I1560,Return extra change when a cashier makes a mistake,店員のミスで多く受け取ったお釣りを返す,1,4.00,5.00
I1561,Reveal little about myself,自分のことをあまり話さない,1,4.00,5.00
I1562,Ridicule people,人をばかにする,1,4.00,5.00
I1563,Rode a motorcycle,バイクに乗った,1,5.00,3.67
I1564,Run for political office,政治家に立候補する,1,5.00,3.67
I1565,Rush into things,よく考えずに行動する,1,4.00,5.00
I1566,Sacrifice myself for others,他人のために自分を犠牲にする,1,5.00,5.00
I1567,Sail my own course,自分の道を進む,1,4.00,5.00
I1568,Sang or played an instrument in public,人前で歌や演奏をした,1,4.00,3.67
I1569,Say inappropriate things,不適切な発言をする,1,5.00,5.00
I1570,Say little,あまり話さない,1,5.00,5.00
I1571,Say nothing new,新しいことを何も言わない,,5.00,2.00
I1572,Say what I think,思ったことを言う,1,5.00,5.00
I1573,Scheme against others,他人を陥れる策略を練る,,3.00,3.00
I1574,See beauty in things that others might not notice,他人が気づかない美しさを見出す,1,5.00,5.00
I1575,See difficulties everywhere,どこでも困難を見出す,1,5.00,4.00
I1576,See events as unavoidable,出来事は避けられないと考える,1,4.00,4.67
I1577,See little need for romance in my life,人生に恋愛は必要ないと思う,,3.00,5.00
I1578,See myself as a good leader,優れたリーダーだと思う,,3.00,4.33
I1579,See myself as an average person,平凡な人間だと思う,1,5.00,5.00
I1580,See other people as my competitors,他人を競争相手と見なす,1,5.00,4.67
I1581,See strange figures or visions when nothing is really there,何もないのに奇妙な姿や幻が見える,1,5.00,4.00
I1582,See that rules are observed,ルールが守られているか確認する,1,4.00,5.00
I1583,See the humor in situations,状況のユーモアを見出す,1,5.00,4.00
I1584,Seek adventure,冒険を求める,1,5.00,5.00
I1585,Seek conflict,対立を求める,,5.00,2.67
I1586,Seek danger,危険を求める,1,5.00,4.00
I1587,Seek explanations of things,物事の説明を求める,1,5.00,4.67
I1588,Seek quiet,静けさを求める,1,5.00,5.00
I1589,Seek status,地位を求める,1,5.00,4.00
I1590,Seek support,支援を求める,1,5.00,4.67
I1591,Seek to influence others,他者に影響を与えようとする,1,5.00,4.33
I1592,Seem to derive less enjoyment from interacting with people than others do,人との交流を他の人ほど楽しめない,1,5.00,3.67
I1593,Seldom daydream,空想にふけることがほとんどない,1,5.00,4.67
I1594,Seldom experience sudden intuitive insights,直感的なひらめきをほとんど経験しない,1,4.00,4.67
I1595,Seldom feel blue,憂うつになることがほとんどない,1,4.00,5.00
I1596,Seldom feel weepy while reading the sad part of a story,悲しい話を読んで涙ぐむことがほとんどない,1,4.00,4.67
I1597,Seldom get emotional,感情的になることがほとんどない,1,5.00,5.00
I1598,Seldom get lost in thought,考え事に没頭することがほとんどない,1,4.00,4.67
I1599,Seldom get mad,腹を立てることがほとんどない,1,5.00,5.00
I1600,Seldom joke around,冗談を言うことがほとんどない,1,4.00,5.00
I1601,Seldom notice details,細かいことに気づかない,1,5.00,4.00
I1602,Seldom notice the emotional aspects of paintings and pictures,絵画の感情的側面に気づかない,,4.00,2.67
I1603,Seldom read the comics,漫画を読まない,1,5.00,4.33
I1604,Seldom stretch the truth,話を盛らない,1,4.00,4.33
I1605,Seldom take offense,腹を立てない,1,4.00,4.67
I1606,Seldom toot my own horn,自慢しない,1,4.00,4.67
I1607,Select art works for a museum,美術館の作品を選ぶ,,4.00,2.00
I1608,Sense others' wishes,他者の望みを察する,1,5.00,4.00
I1609,Sent a message by electronic mail (e-mail),電子メールを送る,,3.00,4.00
I1610,Served as a baby sitter,ベビーシッターをする,1,4.00,3.67
I1611,Set high standards for myself and others,自分や他者に高い基準を設ける,1,5.00,3.67
I1612,Shirk my duties,やるべきことを避ける,,3.00,5.00
I1613,Shoot my mouth off,軽率な発言をしてしまう,1,4.00,4.00
I1614,Shopped in a music store,音楽ショップで買い物をした,,5.00,3.33
I1615,Shopped on the web,ネットで買い物をした,1,4.00,3.67
I1616,Should get special privileges,特別な特権を得るべきだ,,5.00,3.33
I1617,Shout or scream when I'm angry,怒ると大声を出す,1,4.00,5.00
I1618,Show a mastery of language,言語を巧みに操る,,3.00,2.67
I1619,Show my fear,恐怖を表に出す,1,5.00,4.33
I1620,Show my feelings,感情を表に出す,1,5.00,5.00
I1621,Show my feelings when I'm happy,嬉しいときに気持ちを表す,,4.00,3.00
I1622,Show my gratitude,感謝を表す,1,5.00,3.67
I1623,Show my sadness,悲しみを表に出す,1,4.00,4.00
I1624,Signed a petition,署名活動に参加する,,3.00,4.67
I1625,Sing professionally,プロとして歌う,,5.00,2.67
I1626,Skip difficult words while reading,難しい言葉を読み飛ばす,1,4.00,4.67
I1627,Smile a lot,よく笑う,,3.00,5.00
I1628,Snap at people,人にきつく当たる,1,4.00,4.33
I1629,Solve complex puzzles,複雑なパズルを解く,1,5.00,4.67
I1630,Sometimes find myself in a trance-like state without trying,意図せず恍惚状態になることがある,,2.00,2.00
I1631,Sometimes get lost in my daydreams,空想の世界に浸ることがある,,3.00,5.00
I1632,Sometimes have extremely vivid pictures in my head,頭の中に極めて鮮明な映像が浮かぶことがある,1,4.00,5.00
I1633,Sometimes have fantasies that are overwhelming,圧倒されるような空想をすることがある,1,5.00,5.00
I1634,Sometimes have to clean myself simply because I feel contaminated,汚染された感じがして体を洗わずにいられないことがある,,3.00,4.67
I1635,Sometimes have trouble making up my mind,決断に迷うことがある,1,4.00,4.67
I1636,Sometimes laugh out loud when reading or watching TV,本やテレビを見て声を出して笑う,,4.00,3.00
I1637,Sometimes think the TV is talking directly to me,テレビが自分に直接語りかけていると感じることがある,1,4.00,5.00
I1638,Speak fluently on any subject,どんな話題でも流暢に話す,,5.00,3.00
I1639,Speak ill of others,他人の悪口を言う,,5.00,3.00
I1640,Speak loudly,大きな声で話す,,5.00,3.00
I1641,Speak softly,静かに話す,1,4.00,4.67
I1642,Speak up in protest when I hear someone say mean things,ひどいことを言う人に抗議する,,3.00,4.00
I1643,Spend a lot of time reading,読書に多くの時間を使う,1,5.00,5.00
I1644,Spend more money than I have,収入以上にお金を使う,,3.00,5.00
I1645,Spend time reflecting on things,物事について内省する,,4.00,3.33
I1646,Spend time thinking about past mistakes,過去の失敗をくよくよ考える,1,4.00,5.00
I1647,Spent 10 minutes or more in a non-grocery store,食料品店以外の店で10分以上過ごしたことがある,,4.00,3.00
I1648,Spent an entire vacation by myself,休暇全体を一人で過ごしたことがある,1,4.00,4.33
I1649,Spent an hour or more in a non-grocery store,食料品店以外の店で1時間以上過ごしたことがある,,4.00,3.00
I1650,Spent more than 10 minutes thinking about what to wear,何を着るか10分以上考えたことがある,1,5.00,4.67
I1651,Spent more than an hour thinking about what to wear,服装に1時間以上悩む,,4.00,3.33
I1652,Spill things,物をこぼす,,5.00,3.00
I1653,Stand behind my actions,自分の行動に責任を持つ,1,4.00,5.00
I1654,Start conversations,自分から話しかける,1,5.00,5.00
I1655,Start tasks right away,すぐに課題に取り掛かる,1,5.00,5.00
I1656,Stay in touch with old acquaintances,昔の知人と連絡を取り続ける,1,5.00,4.33
I1657,"Stayed in a hotel, motel, or resort",ホテルやリゾートに滞在したことがある,,4.00,3.33
I1658,Steal things,物を盗む,,5.00,3.00
I1659,Stick to my chosen path,決めた道を貫く,1,5.00,4.67
I1660,Stick to the rules,ルールを守る,1,5.00,5.00
I1661,Stick up for myself,自分の意見を主張する,,3.00,5.00
I1662,Stop to count my blessings,恵まれていることを振り返る,1,4.00,4.00
I1663,Stop when work becomes too difficult,難しくなると途中で投げ出す,,3.00,5.00
I1664,Strive in every way possible to be flawless,完璧を目指してあらゆる努力をする,1,5.00,5.00
I1665,Studied some subject,何かを学んだことがある,,2.00,2.33
I1666,Stumble over my words,言葉に詰まることがある,,3.00,5.00
I1667,Suddenly lose interest,急に興味を失ってしまう,1,5.00,5.00
I1668,Suffer from others' sorrows,他人の悲しみに心を痛める,1,4.00,5.00
I1669,Supervise the work of others,他人の仕事を監督する,1,5.00,3.67
I1670,Support my teammates or fellow group members,チームメンバーをサポートする,1,4.00,5.00
I1671,Surfed the Internet,インターネットを閲覧する,1,4.00,4.67
I1672,Survive in the wilderness,野生の中で生き延びる,1,5.00,3.67
I1673,Suspect hidden motives in others,他人に隠された動機があると疑う,1,5.00,4.00
I1674,Suspect that my facial expressions give me away when I feel sad,悲しいとき表情に出てしまうと思う,,4.00,3.00
I1675,Swim against the current,流れに逆らう,1,4.00,3.67
I1676,Switch my loyalties when I feel like it,気分次第で忠誠心を変える,,4.00,3.33
I1677,Sympathize with others' feelings,他人の気持ちに共感する,1,4.00,5.00
I1678,Sympathize with others�f feelings,他人の気持ちに共感する,1,4.00,5.00
I1679,Sympathize with the homeless,ホームレスに同情する,1,5.00,4.00
I1680,Take advantage of others,他人を利用する,1,5.00,5.00
I1681,Take an interest in other people�fs lives,他人の生活に関心を持つ,1,5.00,4.33
I1682,Take an interest in other people's lives,他人の生活に関心を持つ,1,5.00,4.33
I1683,Take care of my own affairs,自分のことは自分で処理する,1,4.00,5.00
I1684,Take charge,主導権を握る,1,5.00,5.00
I1685,Take control of things,物事を掌握する,1,4.00,4.67
I1686,Take deviant positions,型破りな立場をとる,1,4.00,4.67
I1687,Take good care of my belongings,持ち物を丁寧に扱う,1,4.00,5.00
I1688,Take no time for others,他人のために時間を使わない,,3.00,4.67
I1689,Take offense easily,傷つきやすい,,3.00,4.00
I1690,Take others' interests into account,他人の利益を考慮する,1,5.00,5.00
I1691,Take precautions,用心深く行動する,1,4.00,5.00
I1692,Take pride in not exaggerating who or what I am,自分を誇張しないことを誇りに思う,,5.00,2.67
I1693,Take risks,リスクを取る,1,5.00,4.67
I1694,Take tasks too lightly,課題を軽く見てしまう,,3.00,5.00
I1695,Take the initiative,率先して行動する,1,5.00,5.00
I1696,Take things as they come,成り行きに任せる,1,4.00,4.33
I1697,Take time out for others,他者のために時間を割く,1,5.00,5.00
I1698,Take time to reflect on things,じっくり考える時間を取る,1,4.00,5.00
I1699,Talk a lot,よく話す,1,5.00,5.00
I1700,Talk about my worries,悩みを人に話す,1,4.00,4.67
I1701,Talk even when I know I shouldn't,言うべきでない時も話してしまう,1,5.00,4.33
I1702,Talk mainly about myself,自分の話ばかりする,,3.00,5.00
I1703,Talk to a lot of different people at parties,パーティーで多くの人と話す,1,5.00,5.00
I1704,Talk too much,話しすぎてしまう,1,5.00,5.00
I1705,Talked less than usual,普段より口数が少なくなった,1,4.00,4.33
I1706,Talked out loud to myself,声に出して独り言を言った,1,5.00,5.00
I1707,Tell other people what they want to hear so that they will do what I want them to do,相手を動かすため聞きたいことを言う,,3.00,2.67
I1708,Tell people about it when I'm irritated,イライラした時に人に伝える,1,5.00,4.67
I1709,Tell tall stories about myself,自分について話を盛る,1,4.00,5.00
I1710,Tell the truth,本当のことを言う,1,5.00,5.00
I1711,Tend to analyze things,物事を分析する傾向がある,1,5.00,5.00
I1712,Tend to dislike impulsive people,衝動的な人が苦手だ,1,4.00,4.33
I1713,Tend to dislike soft-hearted people,情に流されやすい人が苦手だ,,3.00,4.33
I1714,Tend to feel happy and irritable at the same time,幸福感と苛立ちを同時に感じる,1,5.00,3.67
I1715,Tend to feel the same every day,毎日同じ気分で過ごす,1,4.00,4.67
I1716,Tend to feel very hopeless,絶望的な気持ちになりやすい,1,5.00,5.00
I1717,Tend to think about something for hours,何時間も一つのことを考える,1,4.00,5.00
I1718,Tend to think of alternatives when someone tells me how to do something,やり方を教わると別の方法を考える,1,4.00,5.00
I1719,Tend to vote for conservative political candidates,保守的な候補者に投票する,,5.00,3.00
I1720,Tend to vote for liberal political candidates,革新的な候補者に投票する,,3.00,3.00
I1721,text,（原文不備のため翻訳不可）,,1.00,1.00
I1722,Think about the causes of my emotions,自分の感情の原因を考える,1,5.00,5.00
I1723,Think about what is good in my life when I feel down,落ち込んだ時は人生の良い面を考える,1,4.00,5.00
I1724,Think ahead,先のことを考える,1,5.00,4.67
I1725,Think before I speak,話す前によく考える,1,4.00,5.00
I1726,Think deeply about things,物事を深く考える,1,5.00,5.00
I1727,Think highly of myself,自分を高く評価する,1,4.00,4.00
I1728,Think I would make a good actor,優れた俳優になれると思う,1,4.00,4.67
I1729,Think it's best to keep my emotions to myself,感情は自分の中に留めるのが最善だと思う,1,5.00,4.67
I1730,Think of others first,他人のことを優先する,1,5.00,5.00
I1731,Think quickly,素早く考える,1,5.00,3.67
I1732,Think that all will be well,すべてうまくいくと思う,1,5.00,3.67
I1733,Think that I am in good medical condition,健康状態が良いと思う,1,4.00,4.67
I1734,Think that my life is extremely interesting,人生が非常に面白いと思う,1,5.00,4.33
I1735,Think that my moods don't change more than most people's do,気分の変動は人並みだと思う,,3.00,3.67
I1736,Think too highly of myself,自分を過大評価する,1,5.00,3.67
I1737,Think twice before doing something,行動前によく考える,1,5.00,5.00
I1738,Thought about killing myself,自殺について考えた,,5.00,3.33
I1739,Thought my life had been a failure,人生が失敗だったと思った,,5.00,3.33
I1740,Throw a new light on the situation,状況に新たな視点を与える,,4.00,3.00
I1741,Tire out quickly,すぐに疲れる,1,4.00,5.00
I1742,Tolerate a lot from others,他人のことを大目に見る,1,4.00,4.33
I1743,Took a child on an outing,子どもを外出に連れて行った,,5.00,3.00
I1744,Took a trip,旅行に行った,,5.00,3.00
I1745,Took travel photographs,旅行の写真を撮った,,5.00,3.00
I1746,Traded music with a friend,友人と音楽を交換した,,5.00,2.67
I1747,Traded something in my collection,コレクションを交換した,,4.00,2.67
I1748,Traveled by train or plane,電車や飛行機で移動した,,5.00,3.00
I1749,Treat all people equally,すべての人を平等に扱う,1,5.00,5.00
I1750,Treat everyone the same,誰に対しても同じように接する,1,5.00,5.00
I1751,Treat others differently if I don't like them,嫌いな人には異なる対応をする,1,5.00,3.67
I1752,Treat people as inferiors,人を見下す,1,4.00,4.67
I1753,Tremble in dangerous situations,危険な状況で震える,1,5.00,4.67
I1754,Tried something completely new,全く新しいことに挑戦した,,5.00,3.33
I1755,Trust others,人を信頼する,1,5.00,5.00
I1756,Trust what people say,人の言うことを信じる,1,4.00,5.00
I1757,Try not to do favors for others,人の頼みを引き受けない,,3.00,4.67
I1758,Try not to think about the needy,困っている人のことを考えないようにする,1,4.00,3.67
I1759,Try out new things,新しいことを試す,1,5.00,5.00
I1760,Try to add some humor to whatever I do,何をするにもユーモアを加える,1,5.00,3.67
I1761,Try to avoid complex people,複雑な人を避ける,,4.00,2.67
I1762,Try to do too difficult things,難しすぎることに挑戦する,,2.00,2.67
I1763,Try to examine myself objectively,自分を客観的に見つめる,1,4.00,4.67
I1764,Try to follow the rules,ルールに従う,1,5.00,4.67
I1765,Try to fool others,人を騙そうとする,,4.00,3.33
I1766,Try to forgive and forget,許して忘れる,,5.00,3.33
I1767,Try to have fun in all kinds of situations,どんな状況でも楽しむ,1,4.00,3.67
I1768,Try to have good reasons for my important decisions,重要な決断に十分な理由を持つ,,4.00,2.67
I1769,Try to identify the reasons for my actions,自分の行動の理由を見極める,1,4.00,3.67
I1770,Try to impress others,他人に良い印象を与えようとする,,3.00,4.33
I1771,Try to lead others,他者を導こうとする,1,5.00,5.00
I1772,Try to maintain a pleasant atmosphere,心地よい雰囲気を保とうとする,1,4.00,5.00
I1773,Try to make my group members happy,グループメンバーを幸せにしようとする,1,5.00,5.00
I1774,Try to make sure everyone in a group feels included,グループの全員が仲間に入れるよう気を配る,1,4.00,5.00
I1775,Try to outdo others,他者を上回ろうとする,1,5.00,5.00
I1776,Try to please everyone,万人に気に入られようとする,,3.00,5.00
I1777,Try to respond with understanding when someone treats me badly,ひどい扱いを受けても理解を示そうとする,1,5.00,5.00
I1778,Try to stay in touch with myself,自分の気持ちとつながっていようとする,,3.00,4.00
I1779,Try to stay inside when the weather is bad,天気が悪いときは屋内にいようとする,1,4.00,5.00
I1780,Try to surpass others' accomplishments,他者の成果を超えようとする,1,5.00,5.00
I1781,Try to tease my friends out of their gloomy moods,落ち込んだ友人をからかって元気づける,,3.00,3.00
I1782,Try to understand myself,自分自身を理解しようとする,1,5.00,5.00
I1783,Turn my back on others,他者を見捨てる,,2.00,5.00
I1784,Turn plans into actions,計画を実行に移す,1,5.00,5.00
I1785,Understand people who think differently,考え方の異なる人を理解する,1,5.00,5.00
I1786,Understand the reasons when I feel very excited or happy,興奮や喜びの理由を理解する,1,4.00,4.00
I1787,Undertake few things on my own,自発的に取り組むことが少ない,1,4.00,4.33
I1788,Use difficult words,難しい言葉を使う,1,5.00,5.00
I1789,Use flattery to get ahead,お世辞を使って出世しようとする,,3.00,5.00
I1790,Use laughter to brighten the days of others,笑いで周囲を明るくする,,3.00,5.00
I1791,Use magic to ward off bad thoughts about me,魔術で悪い考えを追い払う,,4.00,2.33
I1792,Use my brain,頭を使う,,5.00,3.00
I1793,Use my looks to get what I want,外見を利用して望みを叶える,,5.00,3.33
I1794,Use others for my own ends,人を利用する,1,4.00,4.00
I1795,Use swear words,悪態をつく,,3.00,4.00
I1796,Used a computer,パソコンを使った,,5.00,2.67
I1797,Used a computer for social networking,SNSを使った,,4.00,3.00
I1798,Used an exercise machine,運動器具を使った,,5.00,2.67
I1799,Used an mp3 player or Ipod,音楽プレーヤーを使った,,4.00,2.33
I1800,Used both sides of a piece of paper before discarding it,紙の両面を使ってから捨てた,,5.00,3.00
I1801,Used eBay to buy or sell something,eBayで売買したことがある,1,4.00,3.67
I1802,Used instant messaging to chat online,インスタントメッセージでチャットする,,3.00,3.33
I1803,Used public transportation,公共交通機関を利用する,1,4.00,5.00
I1804,Usually believe that my friends will abandon me,友人に見捨てられると思うことが多い,1,5.00,4.33
I1805,Usually end up laughing if the people around me are laughing,周りが笑うとつられて笑う,1,4.00,5.00
I1806,Usually like to spend my free time with people,自由時間は人と過ごしたい,1,4.00,4.67
I1807,Value cooperation over competition,競争より協力を重視する,1,5.00,5.00
I1808,Visited a museum,美術館を訪れた,,3.00,3.67
I1809,Visited a public library,公共図書館を利用した,1,4.00,3.67
I1810,Visited an art exhibition,美術展を訪れた,1,5.00,3.67
I1811,Volunteered for a club or organization,クラブや団体でボランティア活動をした,1,5.00,3.67
I1812,Wait for my turn,自分の順番を待つ,1,5.00,5.00
I1813,Wait for others to lead the way,他者が先導するのを待つ,1,5.00,4.00
I1814,Walked on a beach,ビーチを散歩した,,4.00,3.33
I1815,Walked or rode a bicycle to work,徒歩や自転車で通勤した,1,4.00,3.67
I1816,Want every detail taken care of,すべての細部に気を配る,1,4.00,4.67
I1817,Want everything to add up perfectly,すべてが完璧に一致することを望む,1,4.00,4.00
I1818,Want everything to be just right,すべてが完璧であることを望む,1,5.00,5.00
I1819,Want things done my way,物事を自分のやり方で進めたい,1,5.00,5.00
I1820,Want things to proceed according to plan,物事が計画通りに進むことを望む,1,5.00,5.00
I1821,Want to amount to something special in others' eyes,人から特別な存在だと思われたい,1,4.00,4.33
I1822,Want to be different from others,人とは違う存在でありたい,1,5.00,5.00
I1823,Want to be in charge,主導権を握りたい,1,4.00,5.00
I1824,Want to be left alone,一人にしてほしい,1,5.00,5.00
I1825,Want to be liked,人に好かれたい,1,5.00,4.67
I1826,Want to be the very best,最高の存在になりたい,1,5.00,3.67
I1827,Want to be told I am right,自分が正しいと言ってほしい,1,5.00,3.67
I1828,Want to control the conversation,会話を主導したい,1,4.00,5.00
I1829,Want to form my own opinions,自分の意見を持ちたい,1,5.00,4.67
I1830,Want to have the last word,最後に自分の意見を言いたい,1,4.00,4.00
I1831,Want to increase my knowledge,知識を増やしたい,1,5.00,4.33
I1832,Want to know the reasons why,理由を知りたい,1,4.00,4.67
I1833,Want to mean something to others,人にとって意味ある存在でありたい,1,4.00,3.67
I1834,Want to please others,人を喜ばせたい,1,4.00,5.00
I1835,Want to prove myself,自分を証明したい,1,5.00,3.67
I1836,Want to see things for myself,自分の目で確かめたい,1,4.00,5.00
I1837,Warm up quickly to others,すぐに打ち解ける,1,5.00,5.00
I1838,Was approached by someone I didn't know who called me by another?name or who insisted that he or she had met me before,知らない人に別の名前で呼ばれたり、以前会ったと言い張られたりした,,5.00,2.67
I1839,Was bothered by things that usually don't bother me,普段は気にならないことが気になった,1,5.00,5.00
I1840,Was down in the dumps,気分が落ち込んだ,1,4.00,5.00
I1841,Was listening to someone talk and suddenly realized I did not hear?part or all of what was said,話を聞いていて突然内容の一部または全部が聞こえていなかったと気づく,,5.00,2.00
I1842,Was told that I sometimes do not recognize a friend or family?member,友人や家族を認識できないことがあると言われる,,4.00,2.67
I1843,Wash my hands more often than is necessary,必要以上に手を洗う,1,5.00,4.33
I1844,Washed dishes,皿洗いをする,1,4.00,5.00
I1845,Waste my time,時間を無駄にする,1,5.00,4.00
I1846,Watched a televised sports event,スポーツ番組を観る,,3.00,5.00
I1847,Watched a television reality show,リアリティ番組を観る,1,4.00,5.00
I1848,Watched a television soap opera,昼ドラを見る,,3.00,4.33
I1849,Watched a television talk show,トーク番組を観る,1,4.00,5.00
I1850,Watched an educational channel on TV,教育番組を観る,1,4.00,5.00
I1851,Watched television,テレビを見る,1,5.00,5.00
I1852,Watched television news,テレビのニュースを見る,1,5.00,5.00
I1853,Watched too much television,テレビを見すぎてしまう,1,4.00,5.00
I1854,Wear my heart on my sleeve,感情を表に出す,,3.00,5.00
I1855,Weigh the pros against the cons,長所と短所を比較検討する,1,4.00,4.33
I1856,Weigh the pro's and the con's,賛否両面を検討する,,3.00,4.33
I1857,Went backpacking or camping,バックパックやキャンプに行く,,5.00,3.33
I1858,Went boating or rafting,ボートやラフティングをする,1,5.00,4.00
I1859,Went dancing,ダンスに行く,,4.00,3.00
I1860,Went fishing or hunting,釣りや狩りに行く,1,5.00,5.00
I1861,Went on a cruise or tour,クルーズやツアーに参加する,1,4.00,5.00
I1862,Went on a date,デートに出かける,1,5.00,5.00
I1863,Went on a hike,ハイキングに行く,1,4.00,5.00
I1864,Went on a picnic,ピクニックに行く,1,5.00,5.00
I1865,Went on a trip by myself,一人で旅行に出かける,1,5.00,5.00
I1866,Went running or jogging,ランニングやジョギングをする,1,5.00,5.00
I1867,Went sightseeing,観光に行く,1,5.00,5.00
I1868,Went swimming,泳ぎに行く,1,5.00,5.00
I1869,Went to a casino,カジノに行く,1,5.00,4.33
I1870,Went to a concert or theater alone,一人でコンサートや劇場に行く,1,5.00,5.00
I1871,Went to a large party,大人数のパーティーに行った,,5.00,3.33
I1872,Went to a small party,少人数のパーティーに行った,,5.00,3.33
I1873,Went to the movies alone,一人で映画を見に行った,,4.00,3.33
I1874,"When interacting with a group of people, am often bothered by at least one of them",集団で交流すると誰かに煩わしさを感じる,,3.00,2.33
I1875,Will agree to anything,何でも同意してしまう,1,4.00,4.00
I1876,Will do anything for others,他人のために何でもする,,4.00,3.00
I1877,Will not probe deeply into a subject,物事を深く掘り下げない,1,4.00,4.00
I1878,Will spread false rumors as a way to hurt others,嘘の噂を流して人を傷つける,1,5.00,4.00
I1879,Will succeed with the goals I set for myself,自分で立てた目標を達成する,1,5.00,5.00
I1880,Willing to try anything once,何でも一度は試してみる,1,4.00,4.67
I1881,Wish I could more easily show my negative feelings,否定的感情をもっと簡単に表せたらと思う,,5.00,3.00
I1882,Wish to stay young forever,永遠に若くいたいと思う,,5.00,3.00
I1883,Withhold information from others,情報を他者に隠す,1,4.00,4.67
I1884,Won't take the blame for something that's not my fault,自分のせいでないことの責任を取らない,1,4.00,3.67
I1885,Wore formal clothing,正装をした,,5.00,2.00
I1886,Work according to a routine,決まった手順で仕事をする,1,4.00,5.00
I1887,Work best when I am alone,一人で仕事をするときに最も成果を出す,1,4.00,4.00
I1888,Work hard,一生懸命働く,1,5.00,5.00
I1889,Work longer hours than most people,ほとんどの人より長時間働く,1,5.00,4.67
I1890,Work on improving myself,自己改善に取り組む,1,5.00,5.00
I1891,Work so hard that my relationships have suffered,人間関係を犠牲にするほど働く,,4.00,3.33
I1892,Work too much,働きすぎる,1,5.00,5.00
I1893,Work with tools and machinery,工具や機械を使って作業する,1,5.00,5.00
I1894,Worked on a jigsaw puzzle,ジグソーパズルに取り組む,1,5.00,5.00
I1895,Worked on a retirement plan,退職後の資金計画を立てる,,3.00,5.00
I1896,Worked on a scrap book,スクラップブックを作る,1,4.00,5.00
I1897,Worked on my collection,コレクションの手入れをする,,3.00,5.00
I1898,Worry a lot about catching a serious illness,重い病気にかかることをとても心配する,1,5.00,4.00
I1899,Worry about my health,自分の健康について心配する,1,5.00,4.67
I1900,Worry about things,いろいろなことを心配する,1,5.00,4.67
I1901,Worry about what people think of me,人の目を気にする,1,4.00,5.00
I1902,Would be afraid to give a speech in public,人前でスピーチするのが怖い,1,5.00,4.33
I1903,Would be good at rescuing people from a burning building,火事の建物から人を救助できる,,3.00,3.33
I1904,Would be nervous playing the clown in front of other people,人前で道化役をすると緊張する,1,5.00,4.33
I1905,Would be upset if I saw an injured animal,傷ついた動物を見ると動揺する,1,5.00,4.67
I1906,Would describe my experiences as somewhat dull,自分の体験は退屈だと思う,1,4.00,3.67
I1907,Would describe myself as a normal person,自分は普通の人間だと思う,1,5.00,5.00
I1908,Would do anything to get an adrenaline rush,興奮を求めて何でもする,,3.00,3.67
I1909,Would enjoy being out on a sailboat during a storm,嵐のときヨットに乗るのを楽しむ,1,4.00,3.67
I1910,Would enjoy campaigning for political office,政治家として選挙運動を楽しむ,,3.00,3.33
I1911,Would fear walking in a high-crime part of a city,犯罪の多い地域を歩くのが怖い,1,4.00,5.00
I1912,Would feel very badly for a long time if I were to steal from someone,人から盗みをしたら長く罪悪感に苦しむ,1,4.00,3.67
